UHGV-0405173 species=vOTU-052719	6655	36.59
UHGV-0404930 species=vOTU-052718	3134	31.43
UHGV-0151823 species=vOTU-087694	34992	59.14
UHGV-0404557 species=vOTU-052711	6181	39.46
UHGV-0404555 species=vOTU-052710	156312	41.09
UHGV-0404561 species=vOTU-052713	43495	43.23
UHGV-0404559 species=vOTU-052712	18510	50.07
UHGV-0460425 species=vOTU-052715	4952	45.78
UHGV-0404562 species=vOTU-052714	6499	38.53
UHGV-0404708 species=vOTU-052717	39970	49.32
UHGV-1334520 species=vOTU-052716	5260	45.13
UHGV-0171255 species=vOTU-062967	53764	51.13
UHGV-1540281 species=vOTU-062966	40950	41.52
UHGV-1379267 species=vOTU-062961	41159	51.98
UHGV-1439782 species=vOTU-062960	37647	59.53
UHGV-1497742 species=vOTU-062963	43545	41.19
UHGV-0420862 species=vOTU-052834	6323	36.72
UHGV-1370302 species=vOTU-056529	38735	55.87
UHGV-0420893 species=vOTU-052835	6489	36.20
UHGV-0348898 species=vOTU-050928	35276	48.67
UHGV-0348957 species=vOTU-050929	38303	53.34
UHGV-1384412 species=vOTU-001360	133444	34.77
UHGV-1376370 species=vOTU-001361	46040	40.62
UHGV-0375193 species=vOTU-001362	41616	31.28
UHGV-1379639 species=vOTU-001363	42821	52.84
UHGV-0224705 species=vOTU-001364	49222	39.78
UHGV-1364077 species=vOTU-001365	100827	46.32
UHGV-0283885 species=vOTU-001366	44815	61.91
UHGV-1273409 species=vOTU-001367	43691	54.93
UHGV-1373997 species=vOTU-001368	45034	40.84
UHGV-0378868 species=vOTU-001369	76865	44.36
UHGV-0420844 species=vOTU-052833	6039	37.24
UHGV-0157271 species=vOTU-009175	42161	50.31
UHGV-2058187 species=vOTU-009174	35153	41.28
UHGV-0025358 species=vOTU-061438	41739	43.55
UHGV-2087707 species=vOTU-009176	41703	58.60
UHGV-0156616 species=vOTU-009171	31606	31.21
UHGV-2057220 species=vOTU-009170	38273	42.98
UHGV-0143567 species=vOTU-009173	38134	60.36
UHGV-1871700 species=vOTU-009172	38905	42.12
UHGV-0016043 species=vOTU-061432	62216	42.95
UHGV-1430943 species=vOTU-061433	58383	38.75
UHGV-0087181 species=vOTU-061430	37240	44.23
UHGV-0016047 species=vOTU-061431	59144	45.45
UHGV-2151888 species=vOTU-009179	37604	63.11
UHGV-0157818 species=vOTU-009178	35635	50.05
UHGV-0190423 species=vOTU-061434	34439	58.84
UHGV-0390659 species=vOTU-061435	3324	50.21
UHGV-0130362 species=vOTU-062423	57111	48.80
UHGV-0323924 species=vOTU-062426	28610	36.77
UHGV-1546616 species=vOTU-062969	36149	40.98
UHGV-1546612 species=vOTU-062968	36730	33.59
UHGV-1374768 species=vOTU-004465	55228	36.54
UHGV-1375852 species=vOTU-004466	5122	39.03
UHGV-1375855 species=vOTU-004467	4968	41.40
UHGV-0327519 species=vOTU-004460	54861	39.87
UHGV-0286217 species=vOTU-004461	42416	64.53
UHGV-0120369 species=vOTU-004462	111864	35.17
UHGV-0382430 species=vOTU-004463	34878	43.52
UHGV-1375885 species=vOTU-004468	44958	41.08
UHGV-0195171 species=vOTU-004469	43103	50.76
UHGV-0013864 species=vOTU-062965	38550	60.35
UHGV-0145234 species=vOTU-080945	14036	44.61
UHGV-1345152 species=vOTU-005599	5115	46.92
UHGV-0215087 species=vOTU-005598	43347	58.34
UHGV-0241472 species=vOTU-005597	34480	30.93
UHGV-0406744 species=vOTU-005596	99067	34.73
UHGV-1363965 species=vOTU-005595	32502	51.34
UHGV-1363925 species=vOTU-005594	78066	32.23
UHGV-2007258 species=vOTU-005593	40144	31.17
UHGV-1363906 species=vOTU-005592	39837	30.74
UHGV-0318370 species=vOTU-005591	6501	37.59
UHGV-1375084 species=vOTU-005590	5035	41.05
UHGV-0131329 species=vOTU-014230	36261	39.52
UHGV-1915498 species=vOTU-014231	5337	53.12
UHGV-1919420 species=vOTU-014232	45205	47.87
UHGV-2134673 species=vOTU-014233	50727	42.48
UHGV-1922335 species=vOTU-014235	42084	42.87
UHGV-1938320 species=vOTU-014236	45916	39.41
UHGV-2075247 species=vOTU-014237	35318	56.72
UHGV-2232755 species=vOTU-014238	41116	43.75
UHGV-1925127 species=vOTU-014239	6035	42.37
UHGV-1467644 species=vOTU-086471	35623	43.32
UHGV-1353088 species=vOTU-054380	52106	36.58
UHGV-1353092 species=vOTU-054381	52064	41.99
UHGV-1353093 species=vOTU-054382	52062	38.06
UHGV-1353094 species=vOTU-054383	52138	60.26
UHGV-0115110 species=vOTU-054384	41623	38.50
UHGV-1353126 species=vOTU-054385	51443	49.75
UHGV-1353133 species=vOTU-054386	51405	51.70
UHGV-1353135 species=vOTU-054387	6051	36.75
UHGV-1353136 species=vOTU-054388	6370	40.74
UHGV-1353140 species=vOTU-054389	5571	46.56
UHGV-1365586 species=vOTU-002626	40071	56.36
UHGV-1371304 species=vOTU-056715	5899	35.21
UHGV-1371302 species=vOTU-056714	45488	41.18
UHGV-1371306 species=vOTU-056717	5818	45.45
UHGV-1371305 species=vOTU-056716	5922	41.27
UHGV-1371283 species=vOTU-056711	35929	54.51
UHGV-1371280 species=vOTU-056710	79321	37.43
UHGV-1371295 species=vOTU-056713	89164	39.22
UHGV-1371287 species=vOTU-056712	35914	56.31
UHGV-1363839 species=vOTU-002620	34634	48.35
UHGV-0439402 species=vOTU-052939	7036	43.52
UHGV-1371310 species=vOTU-056719	5894	40.84
UHGV-1371309 species=vOTU-056718	5813	44.74
UHGV-0270821 species=vOTU-002621	39314	30.91
UHGV-0007047 species=vOTU-008286	34695	27.12
UHGV-0131558 species=vOTU-002623	103267	44.86
UHGV-1368458 species=vOTU-005339	145935	37.31
UHGV-1350454 species=vOTU-005338	95076	32.03
UHGV-1368382 species=vOTU-005333	44167	44.89
UHGV-1368374 species=vOTU-005332	50770	42.94
UHGV-0260596 species=vOTU-005331	219379	30.22
UHGV-0260491 species=vOTU-005330	5966	33.52
UHGV-1368444 species=vOTU-005337	64263	40.95
UHGV-1368429 species=vOTU-005336	154229	49.32
UHGV-1368425 species=vOTU-005335	39046	29.64
UHGV-0257757 species=vOTU-005334	39018	47.31
UHGV-0134170 species=vOTU-009679	43177	38.36
UHGV-0381345 species=vOTU-051411	19007	36.42
UHGV-1532549 species=vOTU-086472	32400	60.77
UHGV-0380785 species=vOTU-051410	89282	38.71
UHGV-1544420 species=vOTU-065812	37141	40.17
UHGV-1516925 species=vOTU-084576	37825	42.60
UHGV-0123047 species=vOTU-084577	38296	44.40
UHGV-1467320 species=vOTU-084574	35590	46.02
