PP099880 Erwinia phage RH-42-1, complete genome.	14942	48.19
PQ613263 Shigella phage Moonfish, complete genome.	69166	43.47
PQ614275 Vibrio phage vB_VhaS_R31B, complete genome.	58583	46.39
PQ678706 UNVERIFIED: Klebsiella phage phiK2044, complete sequence.	43104	54.02
PQ678705 UNVERIFIED: Klebsiella phage PTF1, complete sequence.	43343	54.19
PQ464790 Vibrio phage vB_VcaP_R24D, complete genome.	44258	43.61
PQ464789 Vibrio phage vB_VcaP_R25D, complete genome.	43376	43.68
PQ773600 Corynebacterium phage CPphiVTCCBPA_418, complete genome.	41325	40.63
PQ819477 Klebsiella phage kv_tblp8, complete genome.	169954	40.80
PQ819476 Klebsiella phage kv_tblp5, complete genome.	169954	40.80
PQ819475 Klebsiella phage kv_tblp2, complete genome.	169954	40.80
PQ819474 Staphylococcus phage sv_nwjns6, complete genome.	150678	30.26
PQ819473 Staphylococcus phage sv_nwjns3, complete genome.	150830	30.27
PQ819472 Staphylococcus phage sv_nwjns2, complete genome.	151601	30.30
PQ819471 Escherichia phage ev_rybdy8, complete genome.	77792	42.20
PQ819470 Escherichia phage ev_rybdy3, complete genome.	77452	42.18
PQ064465 Salmonella phage vB_CECAV_041, complete genome.	86103	38.97
PQ803403 Klebsiella phage RAD13, complete genome.	41999	53.16
PQ803402 Klebsiella phage PIN1, complete genome.	59383	56.33
PQ803401 Klebsiella phage PIN2, complete genome.	58999	56.63
PQ465216 Salmonella phage BUCT_XGG_PSM_3377, complete genome.	47146	45.89
PQ493298 Escherichia phage EPIMAM01, complete genome.	166845	35.39
PQ826494 Staphylococcus phage vB_SauS_Q5, complete genome.	46027	33.61
LC816585 Helicobacter phage KHP40 DNA, complete genome.	26412	35.93
PQ309151 Ralstonia phage RsoM3USA, complete genome.	225638	51.80
PQ471516 Escherichia phage Turkey5, complete genome.	351311	36.45
PQ471515 Escherichia phage Turkey3, complete genome.	361208	35.53
PQ818400 Salmonella phage HMD-7, complete genome.	108988	39.27
PQ641135 Escherichia phage HHU8, complete genome.	42059	55.03
PQ619753 Acinetobacter phage HHU4, complete genome.	51384	37.80
PQ434693 Stenotrophomonas phage KB824, complete genome.	42758	59.84
PQ434692 Stenotrophomonas phage ANB28, complete genome.	108444	53.25
PQ394075 Erythrobactor phage vB_EliS-R16L, partial genome.	54924	61.19
PQ394074 Erythrobacter phage vB_EliS-R22L, complete genome.	56415	61.60
PQ349087 Pseudomonas phage vB_PaeS_AV002, complete genome.	40244	63.64
PQ349086 Pseudomonas phage vB_PaeS_AV001, complete genome.	39536	61.67
PP996006 Salmonella phage W5_chr3, complete genome.	43174	51.52
PQ589213 Klebsiella phage vB_KpnP_JYSS5, complete genome.	40795	53.06
PQ589212 Klebsiella phage vB_KpnS_JYSS1, complete genome.	48478	56.96
PQ589211 Klebsiella phage vB_KpnM_JYSS3, complete genome.	47244	48.48
PQ589210 Klebsiella phage vB_KpnS_JYSS2, complete genome.	48188	50.56
PQ820062 Riemerella phage PJX6, complete genome.	46743	34.96
PQ820061 Riemerella phage PJL1, complete genome.	46743	34.96
PQ820060 Riemerella phage PJR4, complete genome.	46817	34.91
PQ820059 Riemerella phage PJO17, complete genome.	49065	34.65
PQ820058 Riemerella phage PJA1, complete genome.	48313	34.81
PQ824399 Aeromonas phage vB_AroA_KFSA9, complete genome.	39785	53.07
PP236441 Brucella phage NMY-2, complete genome.	38334	48.18
PP236440 Brucella phage NMY-1, complete genome.	38380	48.14
PP236439 Brucella phage A1_YZhang-2024, complete genome.	38380	48.17
PQ314494 Aeromonas phage vB_AhyM_UALMA_PCAh2, partial genome.	45282	57.80
PQ314493 Escherichia phage vB_EcoS_UALMA_PCEc3, partial genome.	44679	44.42
PQ314492 Vibrio phage vB_VpaS_UALMA_PCVp3, complete genome.	45076	43.54
PQ314491 Salmonella phage vB_SeEM_UALMA_PCSE1, complete genome.	69920	45.23
PQ133628 Klebsiella phage PQ7254, complete genome.	40835	53.28
PQ133627 Klebsiella phage PQ5104, complete genome.	43803	53.89
PQ133626 Klebsiella phage PA45-9, complete genome.	44487	51.89
PQ133625 Klebsiella phage P8734, complete genome.	146651	44.69
PQ133624 Klebsiella phage P7a, complete genome.	48427	51.07
PQ133623 Klebsiella phage P7641, complete genome.	38822	48.86
PQ133622 Klebsiella phage P7501, complete genome.	40990	53.17
PQ133621 Klebsiella phage P7285, complete genome.	45092	54.11
PQ133620 Klebsiella phage P7246, complete genome.	41271	53.15
PQ133619 Klebsiella phage P7124, complete genome.	40048	50.65
PQ133618 Klebsiella phage P700603, complete genome.	50949	51.04
PQ133617 Klebsiella phage P6a, complete genome.	43717	53.93
PQ133616 Klebsiella phage P6760, complete genome.	39606	53.10
PQ133615 Klebsiella phage P6418, complete genome.	44441	54.02
PQ133614 Klebsiella phage P6371, complete genome.	41033	53.27
PQ133613 Klebsiella phage P6315, complete genome.	50168	50.62
PQ133612 Klebsiella phage P6257, complete genome.	49817	50.26
PQ133611 Klebsiella phage P6169, complete genome.	40279	53.03
PQ133610 Klebsiella phage P5054, complete genome.	39590	53.04
PQ133609 Klebsiella phage P5026, complete genome.	49610	48.67
PQ133608 Klebsiella phage P5010, complete genome.	112515	45.45
PQ133607 Klebsiella phage P3a, complete genome.	40362	52.93
PQ133606 Klebsiella phage P29, complete genome.	43549	53.78
PQ133605 Klebsiella phage P293, complete genome.	41968	53.12
PQ133604 Klebsiella phage P2328, complete genome.	40779	52.90
PQ133603 Klebsiella phage P2234, complete genome.	40578	52.85
PQ133602 Klebsiella phage P20-768, complete genome.	41269	52.80
PQ133601 Klebsiella phage P19-966, complete genome.	41379	53.13
PQ133600 Klebsiella phage P19-618, complete genome.	76827	44.09
PQ133599 Klebsiella phage P19-411, complete genome.	44717	53.94
PQ133598 Klebsiella phage P18-100, complete genome.	40556	51.56
PQ133597 Klebsiella phage P17, complete genome.	48960	50.31
PQ133596 Klebsiella phage P16, complete genome.	49170	50.50
PQ133595 Klebsiella phage P13a, complete genome.	49654	50.12
PQ133594 Klebsiella phage P0957, complete genome.	41018	53.11
PQ793761 Klebsiella phage HZJ33, complete genome.	40347	53.12
PQ287282 Pseudomonas phage Komp_PA14_gP, complete genome.	45199	57.19
PQ287281 Pseudomonas phage Flu_PA14_3, complete genome.	45199	57.19
PQ287280 Pseudomonas phage Komp_PA14_H, complete genome.	36865	64.38
PQ287279 Pseudomonas phage Flu_PA14_4, complete genome.	45199	57.19
PQ368523 Klebsiella phage Madison, complete genome.	157834	46.33
PQ368522 Klebsiella phage Mexia, complete genome.	166124	39.37
PQ198873 Cutibacterium phage CAP 9-2, complete genome.	29973	53.60
PQ198872 Cutibacterium phage CAP 7-3, complete genome.	29979	53.62
